# GLAD-AZI - global azimuthal anisotropy model
# lon lat amplitude azimuth
-180.0 88.0 0.006434 5.146972
-179.0 88.0 0.006784 4.447026
-178.0 88.0 0.006984 4.045535
-177.0 88.0 0.007183 3.658418
-176.0 88.0 0.007380 3.279137
-175.0 88.0 0.007574 2.912978
-174.0 88.0 0.007766 2.555421
-173.0 88.0 0.007957 2.203290
-172.0 88.0 0.008145 1.859871
-171.0 88.0 0.008331 1.526820
-170.0 88.0 0.008515 1.204885
-169.0 88.0 0.008697 0.886469
-168.0 88.0 0.008877 0.579077
-167.0 88.0 0.009052 0.287093
-166.0 88.0 0.009224 0.002635
-165.0 88.0 0.009394 -0.277830
-164.0 88.0 0.009563 -0.553187
-163.0 88.0 0.009730 -0.820494
-162.0 88.0 0.009894 -1.081125
